ETC_20150317_000001	Kepa
ETC_20150317_007965	Royal Mausoleum 32 Boowook
ETC_20150317_007966	Royal Mausoleum 32 Cube
ETC_20150317_007967	Stake
ETC_20150317_007968	Tomb Cube Group Meeting
ETC_20150317_007969	N/A
ETC_20150317_007970	N/A
ETC_20150317_007971	N/A
ETC_20150317_007972	Kill countdown (for suicide)
ETC_20150317_007973	Essence of Fire [Highlander Advancement]
ETC_20150317_007974	Sekunde Thorn Gate (3)
ETC_20150317_007975	Interrupt Strategy
ETC_20150317_007976	Completed Power (1)
ETC_20150317_007977	Monsters will disappear automatically if there are no players nearby
ETC_20150317_007978	N/A
ETC_20150317_007979	1 hour for each mission
ETC_20150317_007980	N/A
ETC_20150317_007981	Set Laden Sell Count 
ETC_20150317_007982	Session Object Smart Gen
ETC_20150317_007983	Smart Mongen
ETC_20150317_007984	N/A
ETC_20150317_007985	N/A
ETC_20150317_007986	Gairas Set
ETC_20150317_007987	AoE Angriffsanzahl ▲2
ETC_20150317_007988	Lightning Property Schaden ▲30
ETC_20150317_007989	Zega Set
ETC_20150317_007990	Verteidigung ▲6
ETC_20150317_007991	Magie Set
ETC_20150317_007992	Additional Dunkel-Eigenschaft Schaden +30
ETC_20150317_007993	Jude Set
ETC_20150317_007994	Bewegungsgeschwindigkeit +5
ETC_20150317_007995	Ismin Set
ETC_20150317_007996	Feuer-Eigenschaft Widerstand +15
ETC_20150317_007997	Poratore Set
ETC_20150317_007998	Heilig Property Schaden +168 {nl} Dunkel-Eigenschaft Schaden +168
ETC_20150317_007999	Cafrisun Set
ETC_20150317_008000	HP Erholung +16
ETC_20150317_008001	Alle Stats +1
ETC_20150317_008002	Erd-Eigenschaft Schaden +12
ETC_20150317_008003	Riena Set
ETC_20150317_008004	Feuer-Eigenschaft Widerstand +16
ETC_20150317_008005	N/A
ETC_20150317_008006	N/A
ETC_20150317_008007	N/A
ETC_20150317_008008	N/A
ETC_20150317_008009	N/A
ETC_20150317_008010	N/A
ETC_20150317_008011	N/A
ETC_20150317_008012	N/A
ETC_20150317_008013	N/A
ETC_20150317_008014	N/A
ETC_20150317_008015	N/A
ETC_20150317_008016	N/A
ETC_20150317_008017	N/A
ETC_20150317_008018	N/A
ETC_20150317_008019	N/A
ETC_20150317_008020	N/A
ETC_20150317_008021	N/A
ETC_20150317_008022	N/A
ETC_20150317_008023	N/A
ETC_20150317_008024	N/A
ETC_20150317_008025	N/A
ETC_20150317_008026	N/A
ETC_20150317_008027	N/A
ETC_20150317_008028	N/A
ETC_20150317_008029	N/A
ETC_20150317_008030	N/A
ETC_20150317_008031	N/A
ETC_20150317_008032	N/A
ETC_20150317_008033	N/A
ETC_20150317_008034	N/A
ETC_20150317_008035	N/A
ETC_20150317_008036	N/A
ETC_20150317_008037	N/A
ETC_20150317_008038	N/A
ETC_20150317_008039	N/A
ETC_20150317_008040	N/A
ETC_20150317_008041	N/A
ETC_20150317_008042	N/A
ETC_20150317_008043	N/A
ETC_20150317_008044	N/A
ETC_20150317_008045	N/A
ETC_20150317_008046	N/A
ETC_20150317_008047	N/A
ETC_20150317_008048	N/A
ETC_20150317_008049	N/A
ETC_20150317_008050	N/A
ETC_20150317_008051	N/A
ETC_20150317_008052	N/A
ETC_20150317_008053	N/A
ETC_20150317_008054	N/A
ETC_20150317_008055	N/A
ETC_20150317_008056	Ready Animation Speed
ETC_20150317_008057	CAST Animation Speed
ETC_20150317_008058	Attack Animation Speed
ETC_20150317_008059	Channel Update Term
ETC_20150317_008060	Monster's Chase Update Time
ETC_20150317_008061	Maximum time of boss monster's skill chase. Target is canceled when overtime.
ETC_20150317_008062	Control amount of dropped gold.
ETC_20150317_008063	Control item drop rate.
ETC_20150317_008064	Control zone drop rate.
ETC_20150317_008065	Control boss drop rate.
ETC_20150317_008066	Control monster's EXP rate.
ETC_20150317_008067	Control monster's health.
ETC_20150317_008068	Control monster's attack.
ETC_20150317_008069	Control monster's defense.
ETC_20150317_008070	DPK adjustment
ETC_20150317_008071	Distance to show a UI of monster's weakness
ETC_20150317_008072	Limit the PC level when show the monster's weakness
ETC_20150317_008073	Wiki Ranking Update Time
ETC_20150317_008074	Mike Max Length
ETC_20150317_008075	Min Conversation Distance in AD_TRIGGER
ETC_20150317_008076	Wiki Ranking Count per page
ETC_20150317_008077	Magie Number of invisible hand
ETC_20150317_008078	N/A
ETC_20150317_008079	N/A
ETC_20150317_008080	N/A
ETC_20150317_008081	N/A
ETC_20150317_008082	N/A
ETC_20150317_008083	N/A
ETC_20150317_008084	N/A
ETC_20150317_008085	N/A
ETC_20150317_008086	N/A
ETC_20150317_008087	N/A
ETC_20150317_008088	N/A
ETC_20150317_008089	N/A
ETC_20150317_008090	Telekinesis Throw Time
ETC_20150317_008091	N/A
ETC_20150317_008092	N/A
ETC_20150317_008093	Pets Cooldown time
ETC_20150317_008094	N/A
ETC_20150317_008095	N/A
ETC_20150317_008096	N/A
ETC_20150317_008097	N/A
ETC_20150317_008098	N/A
ETC_20150317_008099	N/A
ETC_20150317_008100	N/A
ETC_20150317_008101	%s captured a Hanaming
ETC_20150317_008102	Did you attack a Paladin!/You are not afraid of goddess!/You have met your match today!
ETC_20150317_008103	Owow~~
ETC_20150317_008104	Name#Hot Panto Warrior#Level#50
ETC_20150317_008105	Name#Hot Panto Speerman#Level#50
ETC_20150317_008106	Wandering Vubbe Archer
ETC_20150317_008107	with you
ETC_20150317_008108	defeated. A summon army will be created.
ETC_20150317_008109	%s was defeated by %s.
ETC_20150317_008110	Golem AI
ETC_20150317_008111	Brush
ETC_20150317_008112	Scorpion_Test
ETC_20150317_008113	N/A
ETC_20150317_008114	Kepa AI
ETC_20150317_008115	Kepa AI2
ETC_20150317_008116	Schlag
ETC_20150317_008117	Chapparition's Shadow
ETC_20150317_008118	The Vubbe Fighter is very exhausted.
ETC_20150317_008119	Destroy the Specter Monarch's summoned totem.
ETC_20150317_008120	If not, the lightning from the Specter Monarch will never end.
ETC_20150317_008121	Tombstone
ETC_20150317_008122	The Stone Whale is exhausted.
ETC_20150317_008123	Rajatadpole
ETC_20150317_008124	local buf = GetBuffByName(self, "Revenge");  local over = GetOver(buf);  return over + 1.. " summons is starting.";
ETC_20150317_008125	Destroy of the summoning post
ETC_20150317_008126	Banish all of you!!
ETC_20150317_008127	Kreis
ETC_20150317_008128	Quadrat
ETC_20150317_008129	Diamant
ETC_20150317_008130	Stern
ETC_20150317_008131	Leer
ETC_20150317_008132	Zweihand-Schwer Stance
ETC_20150317_008133	Einhand-Schwer Stance
ETC_20150317_008134	Einhand-Schwer Schild Stance
ETC_20150317_008135	Zweihand-Bogen Stance
ETC_20150317_008136	Blunt Shield Stance
ETC_20150317_008137	Blunt Stance
ETC_20150317_008138	Wizard Einhand Stab
ETC_20150317_008139	Sorcerer Stance
ETC_20150317_008140	Archer Bogen without Stance
ETC_20150317_008141	Armbrust Stance
ETC_20150317_008142	Doppelpfeil Stance
ETC_20150317_008143	Sekundeary Bogen Stance
ETC_20150317_008144	Bogen Shield Stance
ETC_20150317_008145	Einhand-Speer Stance
ETC_20150317_008146	Einhand-Speer Shield Stance
ETC_20150317_008147	Zweihand-Speer Stance
ETC_20150317_008148	Wizard Zweihand-Stab
ETC_20150317_008149	Bar Stance
ETC_20150317_008150	Töte Monster
ETC_20150317_008151	Attackiere Monster
ETC_20150317_008152	Töte Spieler
ETC_20150317_008153	Attackiere Spieler
ETC_20150317_008154	Tod
ETC_20150317_008155	Changed a session value
ETC_20150317_008156	Check monster's value
ETC_20150317_008157	Monster %sWerte %s %s
ETC_20150317_008158	Monster
ETC_20150317_008159	Gib Eigenschaftsnamen ein
ETC_20150317_008160	Wert
ETC_20150317_008161	Werteingabe
ETC_20150317_008162	Wert comparison of character and monster
ETC_20150317_008163	Charakter %sWert %s Monster's %s
ETC_20150317_008164	Charakter
ETC_20150317_008165	Monster location check
ETC_20150317_008166	Monster's coordinates %s and distance %s %s
ETC_20150317_008167	Basic coordinate input
ETC_20150317_008168	Session value check
ETC_20150317_008169	Session's %sWert %s %s
ETC_20150317_008170	Session's
ETC_20150317_008171	Charakter value check
ETC_20150317_008172	Charakter %sWert %s %s
ETC_20150317_008173	Change session value
ETC_20150317_008174	Change session value by damage
ETC_20150317_008175	Session's %sWert + %s  * Schaden
ETC_20150317_008176	Wert + Schaden *
ETC_20150317_008177	Move to a certain coordinate after saving
ETC_20150317_008178	Go to %s at %s% of HP
ETC_20150317_008179	Wiederbelebung HP %: 
ETC_20150317_008180	Gib HP
ETC_20150317_008181	Wiederbelebung-Koordinaten: 
ETC_20150317_008182	Koordinaten angeben
ETC_20150317_008183	The 7th bishop of the Ignatius Cathedral closed the Cathedral after the appearance of ghosts, and now resides in Klaipeda.
ETC_20150317_008184	Fidelmia
ETC_20150317_008185	The girl in charge of the mercenary guild's request desk. {nl}Attacked by monsters during escape, she was saved by the captain of the mercenary guild.{nl}She soon joined the mercenaries and is now a proud mercenary herself.
ETC_20150317_008186	Saint Ignatius
ETC_20150317_008187	The First Bishop of the St. Ignatius Cathedral, he reformed the church himself by cleansing its false past.{nl}After his death, he continues to be remembered, with the St. Ignatius Cathedral bearing his name.
ETC_20150317_008188	As the goddess who brings the break of dawn, she is called many names.{nl}The Goddess of Dawn. The Daughter of God. The representative of all goddesses.{nl}Carrying out the divine will, she looked after a tree. After she was kidnapped by the Demon Gods, the tree lost control and devoured the capital of the human world.
ETC_20150317_008189	The Goddess of Fate. She can see a thousand years into the future, and prepare accordingly to alter the course of destiny.{nl}She left the Revelators a revelation every 100 years. It is said collecting all the scattered revelations will grant one the power to confront fate.
ETC_20150317_008190	Goddess of Earth
ETC_20150317_008191	Dahlia
ETC_20150317_008192	Goddess of Wisdom
ETC_20150317_008193	Catherine
ETC_20150317_008194	A wise, talented and beautiful girl with mysterious hair.
ETC_20150317_008195	Evan
ETC_20150317_008196	Fair game be abused
ETC_20150317_008197	Maven
ETC_20150317_008198	Bartas' Friend
ETC_20150317_008199	Bartas
ETC_20150317_008200	Luna's Father
ETC_20150317_008201	Luna
ETC_20150317_008202	Bartas' Daughter
ETC_20150317_008203	Cherise
ETC_20150317_008204	A low ranking soldier. Like most of the female soldiers, she fancies the Guard Captain, Roy.
ETC_20150317_008205	Roy
ETC_20150317_008206	Guard Captain. Many girls are fascinated with his beauty. 
ETC_20150317_008207	Rezept - Oak Wood
ETC_20150317_008208	A recipe for making wood used for the wooden statues.
ETC_20150317_008209	Rezept - Ash Wood
ETC_20150317_008210	Rezept - Pine Wood
ETC_20150317_008211	Rezept - Cedar Wood
ETC_20150317_008212	Rezept - Drake Epaulet
ETC_20150317_008213	Rezept for crafting materials
ETC_20150317_008214	Rezept - White Mucus
ETC_20150317_008215	Rezept - Florr
ETC_20150317_008216	Rezept - Rough Bone Powder
ETC_20150317_008217	Rezept - Tendon
ETC_20150317_008218	Rezept - Spell Device
ETC_20150317_008219	Rezept - Pyrostone
ETC_20150317_008220	Rezept - Cryostone
ETC_20150317_008221	Rezept - Hardener
ETC_20150317_008222	Rezept - Tough Tendon
ETC_20150317_008223	Rezept - Resinate
ETC_20150317_008224	Rezept - Bokor Puppe
ETC_20150317_008225	A recipe for crafting a Bokor Puppe.
ETC_20150317_008226	A recipe for crafting equipment.
ETC_20150317_008227	Rezept - Kaskara
ETC_20150317_008228	Rezept - Cinquedea
ETC_20150317_008229	Rezept - Sabre
ETC_20150317_008230	Rezept - Shamshir
ETC_20150317_008231	Rezept - Scimitar
ETC_20150317_008232	Rezept - Kris
ETC_20150317_008233	Rezept - Snickersnee
ETC_20150317_008234	Rezept - Moplah
ETC_20150317_008235	Rezept - Spatha
ETC_20150317_008236	Rezept - Panto Schwer
ETC_20150317_008237	Rezept - Steel Falchion
ETC_20150317_008238	Rezept - Silber Falchion
ETC_20150317_008239	Rezept - Golden Falchion
ETC_20150317_008240	Rezept - Mandrapick
ETC_20150317_008241	Rezept - Flonas Sabre
ETC_20150317_008242	Rezept - Wizard Blade
ETC_20150317_008243	Rezept - Miskas Sabre
ETC_20150317_008244	Rezept - Trinity Schwer
ETC_20150317_008245	Rezept - Velniup
ETC_20150317_008246	Rezept - Fortis
ETC_20150317_008247	Rezept - Bendras Schwer
ETC_20150317_008248	Rezept - Illizia
ETC_20150317_008249	Rezept - High Falchion
ETC_20150317_008250	Rezept - Smith Schwer
ETC_20150317_008251	Rezept - Klavis Schwer
ETC_20150317_008252	Rezept - Low Bastard Rute
ETC_20150317_008253	Rezept - Flamberge
ETC_20150317_008254	Rezept - Nodachi
ETC_20150317_008255	Rezept - Claymore
ETC_20150317_008256	Rezept - Colossus
ETC_20150317_008257	Rezept - Caliburn
ETC_20150317_008258	Rezept - Quaddara
ETC_20150317_008259	Rezept - Ilwoon
ETC_20150317_008260	Rezept - Temsus Flamberge
ETC_20150317_008261	Rezept - Potentia
ETC_20150317_008262	Rezept - Didel Colossus
ETC_20150317_008263	Rezept - Hogma Greatsword
ETC_20150317_008264	Rezept - Primaluce
ETC_20150317_008265	Rezept - Prieblanda
ETC_20150317_008266	Rezept - Lapis Katzbalger
ETC_20150317_008267	Rezept - Flamini
ETC_20150317_008268	Rezept - Wizard Slayer
ETC_20150317_008269	Rezept - Luciduce
ETC_20150317_008270	Rezept - Hell and Heaven
ETC_20150317_008271	Rezept - Nulis
ETC_20150317_008272	Rezept - Smith Zweihand-Schwer
ETC_20150317_008273	Rezept - Klavis Zweihand-Schwer
ETC_20150317_008274	Rezept - Cane Rover
ETC_20150317_008275	Rezept - Cane
ETC_20150317_008276	Rezept - Crook
ETC_20150317_008277	Rezept - Puter Rute
ETC_20150317_008278	Rezept - Owl Rute
ETC_20150317_008279	Rezept - Rune Rute
ETC_20150317_008280	Rezept - Crystal Rute
ETC_20150317_008281	Rezept - Battle Rute
ETC_20150317_008282	Rezept - Ice Rute
ETC_20150317_008283	Rezept - Fire Rute
ETC_20150317_008284	Rezept - Vasia Rute
ETC_20150317_008285	Rezept - Magie Rute
ETC_20150317_008286	Rezept - Arch Rute
ETC_20150317_008287	Rezept - Ignition
ETC_20150317_008288	Rezept - Secretum
ETC_20150317_008289	Rezept - Zaima
ETC_20150317_008290	Rezept - High Long Rute
ETC_20150317_008291	Rezept - Smith Rute
ETC_20150317_008292	Rezept - Klavis Rute
ETC_20150317_008293	Rezept - Oak Stab
ETC_20150317_008294	Rezept - Stab
ETC_20150317_008295	Rezept - Jus Stab
ETC_20150317_008296	Rezept - Ubuko Stab
ETC_20150317_008297	Rezept - Stag Stab
ETC_20150317_008298	Rezept - Geometry Stab
ETC_20150317_008299	Rezept - Demon Stab
ETC_20150317_008300	Rezept - Storm Stab
ETC_20150317_008301	Rezept - Magie Wooden Stab
ETC_20150317_008302	Rezept - Melinas Stab
ETC_20150317_008303	Rezept - Magi Stab
ETC_20150317_008304	Rezept - Ludas Stab
ETC_20150317_008305	Rezept - Saltas Stab
ETC_20150317_008306	Rezept - Karsto Stab
ETC_20150317_008307	Rezept - Expecta Stab
ETC_20150317_008308	Rezept - Welsh Stab
ETC_20150317_008309	Rezept - Candle Stab
ETC_20150317_008310	Rezept - Audra
ETC_20150317_008311	Rezept - Sunflower
ETC_20150317_008312	Rezept - Maledoom
ETC_20150317_008313	Rezept - Arca Stab
ETC_20150317_008314	Rezept - Raganos Horn
ETC_20150317_008315	Rezept - Smith Stab
ETC_20150317_008316	Rezept - Klavis Stab
ETC_20150317_008317	Rezept - Long Bogen
ETC_20150317_008318	Rezept - Composite Bogen
ETC_20150317_008319	Rezept - Self Bogen
ETC_20150317_008320	Rezept - Rokas Bogen
ETC_20150317_008321	Rezept - Goritos
ETC_20150317_008322	Rezept - Gulail
ETC_20150317_008323	Rezept - Kaman
ETC_20150317_008324	Rezept - Gendawa
ETC_20150317_008325	Rezept - Strong Bogen
ETC_20150317_008326	Rezept - Iron Bogen
ETC_20150317_008327	Rezept - Hawk Bogen
ETC_20150317_008328	Rezept - Hunting Bogen
ETC_20150317_008329	Rezept - Savage Bogen
ETC_20150317_008330	Rezept - Snake Bogen
ETC_20150317_008331	Rezept - Lethena Bogen
ETC_20150317_008332	Rezept - Wildling Bane
ETC_20150317_008333	Rezept - Equalizer
ETC_20150317_008334	Rezept - Heart Seeker
ETC_20150317_008335	Rezept - Viper
ETC_20150317_008336	Rezept - Blood Gain
ETC_20150317_008337	Rezept - Tempest Shooter
ETC_20150317_008338	Rezept - Short Bogen
ETC_20150317_008339	Rezept - Pulley Bogen
ETC_20150317_008340	Rezept - Smith Bogen
ETC_20150317_008341	Rezept - Klavis Bogen
ETC_20150317_008342	Rezept - Armbrust
ETC_20150317_008343	Rezept - Dokyu
ETC_20150317_008344	Rezept - Quarrel Bogen
ETC_20150317_008345	Rezept - Oak Armbrust
ETC_20150317_008346	Rezept - Seal Armbrust
ETC_20150317_008347	Rezept - Catapult
ETC_20150317_008348	Rezept - Cranequin
ETC_20150317_008349	Rezept - Sniper Armbrust
ETC_20150317_008350	Rezept - Heavy Armbrust
ETC_20150317_008351	Rezept - Wide Armbrust
ETC_20150317_008352	Rezept - Grand Cross
ETC_20150317_008353	Rezept - Medina Armbrust
ETC_20150317_008354	Rezept - Grave Armbrust
ETC_20150317_008355	Rezept - Shooting Star
ETC_20150317_008356	Rezept - Kateen Blaster
