SKILL_20150317_000001	Angriff
SKILL_20150317_001318	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl} Load multiple arrows into your crossbow and then quickly shoot them at the enemy.
SKILL_20150317_001319	Angriff: #{SkillAtkAdd}#{nl}Maximum Loading Time: #{CaptionTime}# Sekunden
SKILL_20150317_001320	Broom Trap
SKILL_20150317_001321	{#DD5500}{ol}[Physisch] [Schlag]{/}{/}{nl}Set a trap that damages nearnach enemies.
SKILL_20150317_001322	Angriff: #{SkillAtkAdd}#{nl}Dauer: 15 Sekunden
SKILL_20150317_001323	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Set a trap that fires buckshot and damages enemy.
SKILL_20150317_001324	Angriff: #{SkillAtkAdd}#{nl}Splash: #{CaptionRatio}#
SKILL_20150317_001325	Punji Stake
SKILL_20150317_001326	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Set trap that blows away enemies when stepping on it.
SKILL_20150317_001327	Angriff: #{SkillAtkAdd}#{nl}Casting Time: 3 Sekunden
SKILL_20150317_001328	Detonate Traps
SKILL_20150317_001329	{#DD5500}{ol}[Physisch] [Schlag]{/}{/}{nl}Detonate nearnach traps and magic circles to damage enemies.
SKILL_20150317_001330	Angriff: #{SkillAtkAdd}#{nl}Bomb Explosion Count: #{CaptionRatio}#
SKILL_20150317_001331	Coursing
SKILL_20150317_001332	Begleiter bites and holds on to target. Bonus chance of critical is applied on target.
SKILL_20150317_001333	Zusäzliche Kritchance: 30% {nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001334	Retrieve
SKILL_20150317_001335	Begleiter bites the target and brings it to the player.
SKILL_20150317_001336	Drive in enemies with less HP less than #{CaptionRatio}#%{nl} Duration 4 Sekunden
SKILL_20150317_001337	Snatching
SKILL_20150317_001338	Your Begleiter bites Flying-type enemies and drags them to the ground.
SKILL_20150317_001339	Praise
SKILL_20150317_001340	Erhöht vorrübergehend deine Bewegungsgeschwindigkeit und die Angriffsgeschwindigkeit des Begleiters.
SKILL_20150317_001341	Begleiter Movement Speed: +#{CaptionRatio}#%{nl}Dauer: 60 Sekunden
SKILL_20150317_001342	Pointing
SKILL_20150317_001343	Your Begleiter taunts and draws attention from the target. Decreases the target's Evasion.
SKILL_20150317_001344	Evasion: -#{CaptionRatio}#{nl}Dauer: 10 Sekunden
SKILL_20150317_001345	Hounding
SKILL_20150317_001346	Your companion finds hidden enemies nearnach.
SKILL_20150317_001347	Detoxify
SKILL_20150317_001348	Removes poison from the target. Cannot cure poisons that are higher level than Detoxify, instead decreasing their duration.
SKILL_20150317_001349	Dauer: -#{CaptionRatio}# Sekunden{nl}Consumes #{SpendPoison}# Poison Pot Poison
SKILL_20150317_001350	Needle Blow
SKILL_20150317_001351	{#DD5500}{ol}[Physisch] - [Poison] - [Stich]{/}{/}{nl}Shoot toxic arrow that poisons the enemy to inflict damage over time.
SKILL_20150317_001352	Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Poison]{/}{/} Duration 30 Sekunden{nl}Use #{SpendPoison}# Poison pot
SKILL_20150317_001353	Bewitch
SKILL_20150317_001354	Inflicts confusion on a poisoned enemy.
SKILL_20150317_001355	{#339999}{ol}[Confusion]{/}{/}{nl} Dauer: 10 Sekunden {nl}Consumes  #{SpendPoison}# Poison Pot Poison
SKILL_20150317_001356	Wugong Gu
SKILL_20150317_001357	{#DD5500}{ol}[Physisch] - [Poison] - [Stich]{/}{/}{nl}Shoot contagious poison arrow. Target spreads poison around to nearnach enemies whenever it is hit with magic.
SKILL_20150317_001358	Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Poison]{/}{/} Duration 10 Sekunden{nl}Use #{SpendPoison}# Poison pot
SKILL_20150317_001359	Throw Gu Pot
SKILL_20150317_001360	{#DD5500}{ol}[Physisch] - [Poison] - [Stich]{/}{/}{nl}Throw Poison jar and create a poison puddle.
SKILL_20150317_001361	Attack #{SkillAtkAdd}#{nl}Duration 10 Sekunden{nl}Use #{SpendPoison}# Poison pot
SKILL_20150317_001362	Jincan Gu
SKILL_20150317_001363	{#DD5500}{ol}[Physisch] - [Poison] - [Stich]{/}{/}{nl}Shoot an arrow containing parasites at the enemy.
SKILL_20150317_001364	Attack #{SkillAtkAdd}#{nl}Use #{SpendPoison}# Poison pot
SKILL_20150317_001365	Camouflage
SKILL_20150317_001366	Hide yourself in an apple barrel to avoid the attention of enemies. The barrel provides defense against several attacks.
SKILL_20150317_001367	Number of Blocks: #{CaptionRatio}#{nl}Movement Speed: -#{CaptionRatio}#
SKILL_20150317_001368	Flu Flu
SKILL_20150317_001369	Shoot a noisemaker arrow at the enemy. Also affect enemies nearnach.
SKILL_20150317_001370	Attack #{SkillAtkAdd}#{nl}target hit {#339999}{ol}[Fear]{/}{/}+{#339999}{ol}[Confusion]{/}{/}{nl}{#339999}{ol}Inflict [Fear] to Maximum Ziele: #{CaptionRatio}# {#339999}{ol}{/}{/}{nl}Duration #{CaptionTime}#
SKILL_20150317_001371	Flare Shot
SKILL_20150317_001372	Shoot a flare at the targeted area. Sparks shoot out of the flare to damage nearnach enemies.
SKILL_20150317_001373	Attack #{SkillAtkAdd}#{nl}Duration 10 Sekunden
SKILL_20150317_001374	Cloaking
SKILL_20150317_001375	Hide from enemy.
SKILL_20150317_001376	Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001377	Perspective Distortion
SKILL_20150317_001378	Distort your location to make close range attacks possible even from afar.
SKILL_20150317_001379	Max. duration 10 Sekunden {nl} #{CaptionRatio}# SP consumed per Sekunde
SKILL_20150317_001380	Scan
SKILL_20150317_001381	Shows hidden enemies and items in target area.
SKILL_20150317_001382	Dauer: 10 Sekunden
SKILL_20150317_001383	Be Prepared
SKILL_20150317_001384	Decreases the cooldown on all current skills.
SKILL_20150317_001385	Cooldown: -#{CaptionRatio} Sekunden#{nl}Consumes #{SpendSP}# SP
SKILL_20150317_001386	Sneak Hit
SKILL_20150317_001387	Feint
SKILL_20150317_001388	Brandish Bogen
SKILL_20150317_001389	Pfeil fight...
SKILL_20150317_001390	{#CC3300}{ol}[Stich]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Target 20% damage to the defending leather {nl} sheeting defensive target to -20% damage every 1 sec {nl} + #{CaptionRatio}# bleed damage sustained six Sekunden {nl} {nl} consumption bleeding SP #{SpendSP}#
SKILL_20150317_001391	Burrow
SKILL_20150317_001392	Broadhead
SKILL_20150317_001393	Shoots an arrow that causes bleeding effect.
SKILL_20150317_001394	Bodkin Point
SKILL_20150317_001395	Shoots an arrow that decreases enemy defense and removes shielding magic.
SKILL_20150317_001396	{#CC3300}{ol}[Stich]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Splash #{SkillSR}#{nl}#{odds shield removal CaptionRatio}#% {nl} Rüstung reduced nach 30% to 70% chance {nl} consumption SP #{SpendSP}#
SKILL_20150317_001397	Barbed Pfeil
SKILL_20150317_001398	Shoots a barbed arrow. Hits an enemy multiple times, depending on the enemy's armor type.
SKILL_20150317_001399	Attack rate #{SkillFactor}#
SKILL_20150317_001400	Crossfire
SKILL_20150317_001401	Shoot an arrow that explodes in a cross if it kills the monster.
SKILL_20150317_001402	{#CC3300}{ol}[Stich]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Splash #{SkillSR}#{nl} Consume #{SpendSP }# SP
SKILL_20150317_001403	Playing Flute
SKILL_20150317_001404	Feelings
SKILL_20150317_001405	Move away from current area nach jumping and rotating backwards. Successfully evading enemy attack results in drastic increase of critical strike chance on the next attack.
SKILL_20150317_001406	Leg Shot
SKILL_20150317_001407	Shoot feet of target to slow it down.
SKILL_20150317_001408	Lv.1 Attack rate #{SkillFactor}# Lv.2 Attack rate #{SkillFactor}# Lv.3 Attack rate #{SkillFactor}#
SKILL_20150317_001409	Prevent enemy from moving. Enemy will temporarily slow down when released.
SKILL_20150317_001410	Install turret that inflicts damage to enemies in its sights.
SKILL_20150317_001411	Install scarecrow that provokes enemies to attack itself.
SKILL_20150317_001412	Temporarily blind enemy. Enemy cannot use abilities whilst blinded.
SKILL_20150317_001413	Chance of Blindness #{CaptionRatio}#% {nl} Consume #{SpendSP}# SP
SKILL_20150317_001414	Saber Thrust
SKILL_20150317_001415	Saber Bash
SKILL_20150317_001416	Cavalry Charge
SKILL_20150317_001417	Horse Tackle
SKILL_20150317_001418	Blank Ammunition
SKILL_20150317_001419	Concentrated Fire
SKILL_20150317_001420	Pommel Attack
SKILL_20150317_001421	Weakening
SKILL_20150317_001422	Caracole
SKILL_20150317_001423	Limacon
SKILL_20150317_001424	{#DD5500}{ol}[Stich]{/}{/}{nl} Installs a Groß crossbow.
SKILL_20150317_001425	Attack {#DD4400}{ol}[Physischer Schaden]{/}{/}+#{SkillAtkAdd}#{nl}Duration 60 Sekunden{nl}Consume #{SpendSP}# SP
SKILL_20150317_001426	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl} Creates up to five magic tiles that heals allies and damage enemies that walk on it.
SKILL_20150317_001427	Attack #{SkillAtkAdd}#{nl}HP Recovery Rate #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}Magic Circle Duration 40Sekunden
SKILL_20150317_001428	Cure
SKILL_20150317_001429	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl} Create a magic tile that removes harmful effects from allies and damages enemies that walk on it.
SKILL_20150317_001430	Angriff: #{SkillAtkAdd}#{nl}Attack Count: #{CaptionRatio}#{nl}Magic Circle Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001431	Safety Zone
SKILL_20150317_001432	Creates a magic circle that blocks incoming attacks.
SKILL_20150317_001433	Number of Blocks: #{SkillFactor}#{nl} Magic Circle Dauer: 20 Sekunden
SKILL_20150317_001434	Deprotected Zone
SKILL_20150317_001435	Create magic circle that continuously decrease the defense of target.
SKILL_20150317_001436	Defense: -#{CaptionRatio}#{nl}Per Stack: -#{CaptionRatio2}#{nl}Magic Circle Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001437	Divine Might
SKILL_20150317_001438	Create magic circle that increases skill level of target. Effect is gone when used and cannot be overlapped.
SKILL_20150317_001439	Skill Level: +#{SkillFactor}#{nl}Dauer: 10 Sekunden {nl}Magic Circle Dauer: 20 Sekunden
SKILL_20150317_001440	Summon torch and increase HP recovery in the vicinity.
SKILL_20150317_001441	HP recovery ability increases {nl}Torch duration #{CaptionTime}# Sekunden
SKILL_20150317_001442	Zalciai
SKILL_20150317_001443	Generate magic circle that change critical capacity of the subject.
SKILL_20150317_001444	Ally's Critical Angriff: +#{CaptionRatio}#{nl}Enemy's Critical Resistance: -#{CaptionRatio2}#
SKILL_20150317_001445	Daino
SKILL_20150317_001446	Increase number of beneficial buffs that a user can have at any one time.
SKILL_20150317_001447	Max. count +#{SkillFactor}#{nl}Duration 200 Sekunden
SKILL_20150317_001448	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Create a magic circle circle that summons lightning to strike anything within it.
SKILL_20150317_001449	Attack #{SkillAtkAdd}#{nl}Attack #{CaptionRatio}# times {nl}Magic circle Duration 30 Sekunden
SKILL_20150317_001450	Divine Stigma
SKILL_20150317_001451	Mark monster. The player that kills the monster will get increased STR and INT.
SKILL_20150317_001452	STR, INT: +#{CaptionRatio}#{nl}Effect Dauer: 30 Sekunden{nl}Stigma Dauer: #{CaptionRatio2}# Sekunden
SKILL_20150317_001453	Melstis
SKILL_20150317_001454	Create magic circle that retains buffs for party members.
SKILL_20150317_001455	Max. duration 20 Sekunden {nl} #{CaptionRatio}#% of SP consumed per Sekunde
SKILL_20150317_001456	Aspersion
SKILL_20150317_001457	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl}Sprinkle holy water to increase defense of target and damage enemies.
SKILL_20150317_001458	Attack #{SkillAtkAdd}#{nl}Defense +#{CaptionRatio}# {nl}Target 10{nl}Duration #{CaptionRatio2}# Sekunden{nl}Use 1 Holy water
SKILL_20150317_001459	Monstrance
SKILL_20150317_001460	Dexterity of allies is increased and randomly create magic circle that cause evasion and Physical damage of enemies to decrease.
SKILL_20150317_001461	Maximum Magic Circles: #{SkillFactor}#{nl}Increases Ally's DEX{nl}Enemy's Evasion and Defense: -#{CaptionRatio}#{nl}Magic Circle Dauer: 20 Sekunden
SKILL_20150317_001462	Blessing
SKILL_20150317_001463	Increase the damage of party members' skills.
SKILL_20150317_001464	Additional Schaden + #{CaptionRatio}# {nl} Attack# {CaptionRatio2} # times{nl} {nl} Duration 30 Sekunden{nl}Use 1 Holy Powder
SKILL_20150317_001465	Resurrection
SKILL_20150317_001466	Revive deceased players.
SKILL_20150317_001467	Angriff: #{SkillAtkAdd}#{nl}Casting Time: #{CaptionTime}# Sekunden{nl}HP recovery after resurrection: #{CaptionRatio}#%
SKILL_20150317_001468	Sacrament
SKILL_20150317_001469	Grant Holy attribute ATK to party member. Additional damage is applied with basic attacks.
SKILL_20150317_001470	Divine Attributes Attack + #{CaptionRatio}#{nl} Additional Schaden + #{CaptionRatio2}#{nl} Duration #{CaptionTime} Sekunden#{nl}Use 1 Gislotis
SKILL_20150317_001471	Protection
SKILL_20150317_001472	Dodola
SKILL_20150317_001473	Hexing
SKILL_20150317_001474	Curse an enemy and decrease its magic defense.
SKILL_20150317_001475	Magic Defense: -#{CaptionRatio}#{nl}Hexing Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001476	Effigy
SKILL_20150317_001477	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Schaden enemies affected nach Hexing. The third attack deals additional damage.
SKILL_20150317_001478	Attack #{SkillAtkAdd}#{nl}Attack bonus on 3rd attack #{CaptionRatio}#times ~ #{CaptionRatio2}#times
SKILL_20150317_001479	Tet Mamak La
SKILL_20150317_001480	Lure zombies to target area.
SKILL_20150317_001481	Requires a summoned zombie{nl}Maximum Level: 1
SKILL_20150317_001482	Zombify
SKILL_20150317_001483	Create a magic circle on the ground. Enemies killed in the circle rise as zombies.
SKILL_20150317_001484	Magic Circle Dauer: #{CaptionTime}# {nl}Maximum Zombie Summons: #{CaptionRatio}#
SKILL_20150317_001485	Mackangdal
SKILL_20150317_001486	Throw amulet on target. Becomes invincible while under effect but receive accumulated damage when effect is gone.
SKILL_20150317_001487	Invincibility Dauer: #{CaptionTime}# Sekunden
SKILL_20150317_001488	Bwa Kayiman
SKILL_20150317_001489	{#DD5500}{ol}[Physisch] [Schlag]{/}{/}{nl}Zombies roam around target area. Enemies are pushed away and damaged when toufching the zombies.
SKILL_20150317_001490	Angriff: #{SkillAtkAdd}#{nl}Summoned Zombie erforderlich
SKILL_20150317_001491	Samediveve
SKILL_20150317_001492	Place a flag on the ground that increases the Movement speed and max HP of nearnach targets.
SKILL_20150317_001493	Max. HP +#{CaptionRatio}#{nl}Movement Speed +#{CaptionRatio2}#% Duration 30 Sekunden {nl}
SKILL_20150317_001494	Ogouveve
SKILL_20150317_001495	Place a flag on the ground that increases the STR of nearnach allies targets.
SKILL_20150317_001496	STR: +#{CaptionRatio}#{nl}Dauer: 30 Sekunden
SKILL_20150317_001497	Damballa
SKILL_20150317_001498	{#993399}{ol}[Magic]{/}{/}{nl}Causes zombies in the targeted area to explode, damaging nearnach enemies.
SKILL_20150317_001499	Attack #{SkillAtkAdd}#{nl}Summoned zombie required{nl}Target #{SkillSR}#
SKILL_20150317_001500	Carve Statue of Vakarine. Statue can be used to warp to other areas.
SKILL_20150317_001501	Warp #{CaptionRatio}# times {nl}Statue Duration 30 Sekunden{nl}Use 3 Oak Wood
SKILL_20150317_001502	Statue of Goddess Zemyna
SKILL_20150317_001503	Carve Goddess Zemyna Statue. Party members SP consumption will decrease when near statue.
SKILL_20150317_001504	SP - #{CaptionRatio}# {nl} {nl} Statue Duration 30 Sekunden{nl}Use 5 Pine woods
SKILL_20150317_001505	Statue of Goddess Laima
SKILL_20150317_001506	Carve Goddess Zemyna Statue. Splash of party members around the statue is increased.
SKILL_20150317_001507	Splash +#{CaptionRatio}# {nl}Statue Duration 30 Sekunden {nl} Use 5 cedar wood
SKILL_20150317_001508	Carve Attack
SKILL_20150317_001509	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Attack the target nach using a carving knife. Plant-type monsters take additional bonus damage and may drop statue materials.
SKILL_20150317_001510	Attack #{SkillAtkAdd}#{nl}Additional damage +#{CaptionRatio}#
SKILL_20150317_001511	Carve Owl
SKILL_20150317_001512	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Summon the owl statue to attack targets located in front of it.
SKILL_20150317_001513	Angriff: #{SkillAtkAdd}#{nl}Block Count: #{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden{nl}Consumes 2 Oak Wood
SKILL_20150317_001514	Carve World Tree
SKILL_20150317_001515	Carve a statue of the holy tree to silence nearnach enemies.
SKILL_20150317_001516	Statue Duration #{CaptionRatio} Sekunden#{nl}Use #{CaptionRatio2}# Ash wood
SKILL_20150317_001517	Out of Body
SKILL_20150317_001518	Remove spirit from body. Spirit can only move near the body.
SKILL_20150317_001519	Body moving range 150
SKILL_20150317_001520	Prakriti
SKILL_20150317_001521	Move to where the body is located.
SKILL_20150317_001522	Movement Time 0.5 ~ 1 Sekunde
SKILL_20150317_001523	Possession
SKILL_20150317_001524	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl}Bind targets and attack.
SKILL_20150317_001525	Attack #{SkillAtkAdd}#{nl}Max. Duration 5 Sekunden
SKILL_20150317_001526	Vashita Siddhi
SKILL_20150317_001527	Reduce STR, CON, INT, SPR, DEX of target.
SKILL_20150317_001528	STR, CON, INT, SPR, DEX +#{CaptionRatio}#{nl}Max. duration 20 Sekunden
SKILL_20150317_001529	Astral Body Explosion
SKILL_20150317_001530	{#993399}{ol}[Magic]{/}{/}{nl}Blast fluid to damage target.
SKILL_20150317_001531	Transmit Prana
SKILL_20150317_001532	Give INT to target in front.
SKILL_20150317_001533	Intelligence passed #{CaptionRatio}#
SKILL_20150317_001534	Smite
SKILL_20150317_001535	{#DD5500}{ol}[Physisch] [Schlag]{/}{/}{nl}Schlag down the enemy with a powerful blow.
SKILL_20150317_001536	Restoration
SKILL_20150317_001537	Invoke aura and increase HP recovery of targets nearnach.
SKILL_20150317_001538	HP Recovery: +#{CaptionRatio}#{nl} Aura Dauer: 60 Sekunden
SKILL_20150317_001539	Conversion
SKILL_20150317_001540	Create magic circle that has a chance of converting enemies into allies when they are damaged inside the circle.
SKILL_20150317_001541	Magic circle duration 10 Sekunden
SKILL_20150317_001542	Resist Elements
SKILL_20150317_001543	Increase Fire, Ice, and Holy resistances of target.
SKILL_20150317_001544	Fire resistance +#{CaptionRatio}#{nl}Ice resistance +#{CaptionRatio}#{nl}Holy resistance +#{CaptionRatio}#{nl}Buff duration #{CaptionTime}# Sekunden
SKILL_20150317_001545	Turn Undead
SKILL_20150317_001546	Chance on hit of instantly killing demon and mutant type enemies.
SKILL_20150317_001547	Maximum Extinction: #{CaptionRatio}#
SKILL_20150317_001548	Barrier
SKILL_20150317_001549	Creates a barrier that knocks back all enemies and prevents them from entering.
SKILL_20150317_001550	Iron Skin
SKILL_20150317_001551	{#6644FF}{ol}[Divine]{/}{/}Attribute {nl} Recovery #{CaptionRatio}#% {nl} Attack #{SkillFactor}#% + #{SkillAtkAdd}#{nl} Magic circle 10 Sekunden {nl} Consume #{SpendSP}# SP
SKILL_20150317_001552	Double Punch
SKILL_20150317_001553	{#CC3300}{ol}[Stich]{/}{/} Attribute{nl}Attack #{SkillFactor}#%+#{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Range #{CaptionRatio}#{nl}Knockback range #{CaptionRatio}#{nl}Consume #{SpendSP}# SP
SKILL_20150317_001554	Palm Schlag
SKILL_20150317_001555	Hand Knife
SKILL_20150317_001556	One Inch Punch
SKILL_20150317_001557	Energy Blast
SKILL_20150317_001558	{#6644FF}{ol}[Divine]{/}{/}Attribute{nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Splash #{SkillSR}#{nl} Consume #{SpendSP }# SP
